category,name,brand,price,stock_quantity,attributes,image_url,description,currency
PSU,PSU Model 503 Rev-27,Kingston,32057.74,62,{'speed': '3200MHz'},https://example.com/psu_model_503_rev-27.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 658 Rev-23,AMD,57352.01,79,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_658_rev-23.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 335 Rev-24,Intel,113754.27,86,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_335_rev-24.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 261 Rev-63,Patriot,55278.7,93,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_261_rev-63.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 303 Rev-90,Gigabyte,28749.94,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_303_rev-90.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 332 Rev-78,Patriot,40752.29,47,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_332_rev-78.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 134 Rev-77,Patriot,12564.34,97,{'speed': '3200MHz'},https://example.com/psu_model_134_rev-77.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 919 Rev-27,Gigabyte,10080.35,63,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_919_rev-27.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 298 Rev-85,Gigabyte,71501.34,80,{'speed': '3200MHz'},https://example.com/cpu_model_298_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 535 Rev-65,Intel,58891.98,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_535_rev-65.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
CPU,CPU Model 194 Rev-68,Gigabyte,29990.65,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_194_rev-68.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 843 Rev-3,Seagate,44971.94,19,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_843_rev-3.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 970 Rev-11,AMD,187338.75,72,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_970_rev-11.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 352 Rev-58,Patriot,11495.45,34,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_352_rev-58.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 683 Rev-6,Corsair,206947.62,66,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_683_rev-6.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 489 Rev-50,AMD,24966.39,62,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_489_rev-50.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 526 Rev-74,Intel,52560.99,100,{'socket': 'LGA1700'},https://example.com/case_model_526_rev-74.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 243 Rev-34,Kingston,21724.6,14,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_243_rev-34.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 848 Rev-11,Seagate,19338.89,24,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_848_rev-11.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 943 Rev-37,Gigabyte,237548.28,98,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_943_rev-37.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 625 Rev-56,Corsair,91972.21,60,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_625_rev-56.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
GPU,GPU Model 905 Rev-9,Intel,44018.82,88,{'socket': 'LGA1700'},https://example.com/gpu_model_905_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 548 Rev-30,NVIDIA,40681.73,52,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_548_rev-30.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 741 Rev-74,Intel,11796.79,63,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_741_rev-74.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 721 Rev-5,Gigabyte,54088.21,26,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_721_rev-5.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 359 Rev-91,NVIDIA,214609.06,26,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_359_rev-91.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 129 Rev-96,Corsair,63340.41,49,{'socket': 'LGA1700'},https://example.com/cpu_model_129_rev-96.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 993 Rev-55,NVIDIA,61143.44,44,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_993_rev-55.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 862 Rev-42,Intel,11309.75,79,{'speed': '3200MHz'},https://example.com/ram_model_862_rev-42.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 216 Rev-95,Kingston,25784.07,60,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_216_rev-95.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
PSU,PSU Model 116 Rev-89,Intel,19353.53,25,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_116_rev-89.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 574 Rev-67,AMD,42824.19,28,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_574_rev-67.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 903 Rev-44,AMD,35661.43,38,{'speed': '3200MHz'},https://example.com/gpu_model_903_rev-44.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 616 Rev-22,Patriot,45827.37,46,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_616_rev-22.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 712 Rev-97,Patriot,231927.55,85,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_712_rev-97.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 140 Rev-9,Gigabyte,59095.3,38,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_140_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 534 Rev-44,Gigabyte,45967.0,43,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_534_rev-44.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 927 Rev-79,Patriot,24683.98,54,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_927_rev-79.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 304 Rev-35,AMD,94748.3,57,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_304_rev-35.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 889 Rev-7,Patriot,25840.16,76,{'speed': '3200MHz'},https://example.com/psu_model_889_rev-7.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 491 Rev-17,AMD,12024.72,12,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_491_rev-17.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 379 Rev-46,Gigabyte,83296.28,100,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_379_rev-46.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 736 Rev-72,Intel,234821.44,76,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_736_rev-72.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 605 Rev-26,Kingston,128995.86,40,{'speed': '3200MHz'},https://example.com/gpu_model_605_rev-26.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 394 Rev-41,Kingston,221904.48,44,{'speed': '3200MHz'},https://example.com/gpu_model_394_rev-41.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 462 Rev-8,Gigabyte,23938.84,37,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_462_rev-8.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 241 Rev-20,Seagate,32202.83,51,{'socket': 'LGA1700'},https://example.com/psu_model_241_rev-20.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 432 Rev-56,Corsair,55967.11,59,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_432_rev-56.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 280 Rev-11,Gigabyte,52476.57,67,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_280_rev-11.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 384 Rev-95,Intel,13507.28,10,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_384_rev-95.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 941 Rev-62,AMD,49509.7,33,{'socket': 'LGA1700'},https://example.com/case_model_941_rev-62.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 770 Rev-93,Corsair,15650.48,78,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_770_rev-93.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 383 Rev-94,Kingston,17076.58,68,{'speed': '3200MHz'},https://example.com/psu_model_383_rev-94.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
GPU,GPU Model 428 Rev-77,Patriot,80960.43,55,{'socket': 'LGA1700'},https://example.com/gpu_model_428_rev-77.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 670 Rev-65,Corsair,40645.3,61,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_670_rev-65.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 260 Rev-75,Kingston,13315.7,43,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_260_rev-75.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 370 Rev-25,Seagate,12011.73,57,{'speed': '3200MHz'},https://example.com/ram_model_370_rev-25.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
CPU,CPU Model 946 Rev-35,Kingston,33462.1,25,{'socket': 'LGA1700'},https://example.com/cpu_model_946_rev-35.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 675 Rev-80,NVIDIA,8320.38,41,{'speed': '3200MHz'},https://example.com/psu_model_675_rev-80.jpg,A high-performance processor suitable for gaming and content creation.,BDT
HDD,HDD Model 546 Rev-39,NVIDIA,35314.63,57,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_546_rev-39.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 888 Rev-73,AMD,21306.16,96,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_888_rev-73.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 303 Rev-3,Gigabyte,153639.48,51,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_303_rev-3.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 451 Rev-36,Gigabyte,6500.33,77,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_451_rev-36.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 757 Rev-93,Corsair,13680.48,72,{'speed': '3200MHz'},https://example.com/case_model_757_rev-93.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 653 Rev-59,AMD,85394.82,56,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_653_rev-59.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Motherboard,Motherboard Model 577 Rev-81,Corsair,12305.05,67,{'socket': 'LGA1700'},https://example.com/motherboard_model_577_rev-81.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 276 Rev-51,AMD,30642.77,40,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_276_rev-51.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
RAM,RAM Model 507 Rev-50,Patriot,8733.96,30,{'speed': '3200MHz'},https://example.com/ram_model_507_rev-50.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 277 Rev-1,AMD,62131.88,79,{'socket': 'LGA1700'},https://example.com/cpu_model_277_rev-1.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 116 Rev-76,Seagate,13029.86,97,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_116_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 366 Rev-48,Kingston,152891.81,25,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_366_rev-48.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 389 Rev-68,Kingston,154414.06,38,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_389_rev-68.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 135 Rev-4,Corsair,19651.16,30,{'socket': 'LGA1700'},https://example.com/gpu_model_135_rev-4.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 513 Rev-25,Seagate,35377.79,54,{'socket': 'LGA1700'},https://example.com/case_model_513_rev-25.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 441 Rev-72,Corsair,4297.02,97,{'speed': '3200MHz'},https://example.com/ram_model_441_rev-72.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 497 Rev-58,Corsair,24432.53,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_497_rev-58.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 566 Rev-57,Gigabyte,53583.37,74,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_566_rev-57.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Motherboard,Motherboard Model 562 Rev-61,Patriot,23349.39,94,{'socket': 'LGA1700'},https://example.com/motherboard_model_562_rev-61.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 793 Rev-80,Corsair,13571.65,11,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_793_rev-80.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 488 Rev-58,Intel,16887.17,68,{'speed': '3200MHz'},https://example.com/case_model_488_rev-58.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 985 Rev-57,Kingston,27393.97,73,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_985_rev-57.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
PSU,PSU Model 188 Rev-35,Patriot,9780.37,99,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_188_rev-35.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 432 Rev-87,Corsair,47872.96,35,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_432_rev-87.jpg,A high-performance processor suitable for gaming and content creation.,BDT
PSU,PSU Model 268 Rev-46,Intel,8083.16,53,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_268_rev-46.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 820 Rev-73,Seagate,31139.45,84,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_820_rev-73.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 742 Rev-70,Gigabyte,11523.84,22,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_742_rev-70.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
CPU,CPU Model 366 Rev-63,AMD,53749.09,61,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_366_rev-63.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 168 Rev-4,Intel,34130.43,43,{'speed': '3200MHz'},https://example.com/psu_model_168_rev-4.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
GPU,GPU Model 490 Rev-12,Seagate,56377.43,88,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_490_rev-12.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 737 Rev-84,Kingston,13408.88,83,{'speed': '3200MHz'},https://example.com/cpu_model_737_rev-84.jpg,A high-performance processor suitable for gaming and content creation.,BDT
RAM,RAM Model 940 Rev-76,NVIDIA,22080.66,63,{'speed': '3200MHz'},https://example.com/ram_model_940_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Motherboard,Motherboard Model 149 Rev-11,Kingston,18901.27,28,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_149_rev-11.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
Case,Case Model 406 Rev-23,Corsair,46616.32,58,{'speed': '3200MHz'},https://example.com/case_model_406_rev-23.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
CPU,CPU Model 959 Rev-48,Intel,65961.71,52,{'socket': 'LGA1700'},https://example.com/cpu_model_959_rev-48.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
SSD,SSD Model 871 Rev-87,Gigabyte,33775.18,51,{'speed': '3200MHz'},https://example.com/ssd_model_871_rev-87.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 684 Rev-91,AMD,3723.0,99,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_684_rev-91.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
RAM,RAM Model 319 Rev-88,Gigabyte,8688.18,58,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_319_rev-88.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
GPU,GPU Model 426 Rev-63,NVIDIA,227818.99,39,{'speed': '3200MHz'},https://example.com/gpu_model_426_rev-63.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 864 Rev-25,Corsair,26077.52,17,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_864_rev-25.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 893 Rev-1,Corsair,3917.42,32,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_893_rev-1.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 592 Rev-81,Corsair,35978.98,34,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_592_rev-81.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
PSU,PSU Model 411 Rev-21,Seagate,31626.27,42,{'speed': '3200MHz'},https://example.com/psu_model_411_rev-21.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
GPU,GPU Model 178 Rev-82,Kingston,212620.58,76,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_178_rev-82.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
SSD,SSD Model 191 Rev-97,Gigabyte,82271.35,66,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_191_rev-97.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 156 Rev-41,Intel,43846.41,35,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_156_rev-41.jpg,A high-performance processor suitable for gaming and content creation.,BDT
Case,Case Model 944 Rev-24,NVIDIA,51005.12,20,{'socket': 'LGA1700'},https://example.com/case_model_944_rev-24.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 347 Rev-76,Corsair,24949.39,45,{'speed': '3200MHz'},https://example.com/case_model_347_rev-76.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 403 Rev-9,Corsair,10834.35,76,{'speed': '3200MHz'},https://example.com/ram_model_403_rev-9.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Motherboard,Motherboard Model 520 Rev-45,NVIDIA,43682.12,63,{'speed': '3200MHz'},https://example.com/motherboard_model_520_rev-45.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
RAM,RAM Model 413 Rev-49,Kingston,13060.04,38,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_413_rev-49.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Motherboard,Motherboard Model 360 Rev-66,Kingston,39238.1,38,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_360_rev-66.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
SSD,SSD Model 617 Rev-82,Corsair,17681.14,29,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_617_rev-82.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 109 Rev-38,AMD,33313.98,82,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_109_rev-38.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
PSU,PSU Model 995 Rev-45,Kingston,16600.41,81,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_995_rev-45.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
RAM,RAM Model 159 Rev-54,NVIDIA,30773.64,61,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_159_rev-54.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
SSD,SSD Model 825 Rev-70,Corsair,95156.35,25,{'speed': '3200MHz'},https://example.com/ssd_model_825_rev-70.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
HDD,HDD Model 606 Rev-49,Intel,15519.04,86,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_606_rev-49.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Case,Case Model 164 Rev-13,Seagate,48807.55,98,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_164_rev-13.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 722 Rev-45,NVIDIA,31360.72,15,{'speed': '3200MHz'},https://example.com/cpu_model_722_rev-45.jpg,A high-performance processor suitable for gaming and content creation.,BDT
CPU,CPU Model 457 Rev-4,Gigabyte,22766.48,39,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_457_rev-4.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
SSD,SSD Model 479 Rev-68,Kingston,78390.94,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_479_rev-68.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
GPU,GPU Model 368 Rev-27,Patriot,60647.52,66,{'speed': '3200MHz'},https://example.com/gpu_model_368_rev-27.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
HDD,HDD Model 459 Rev-6,Corsair,31278.82,30,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_459_rev-6.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
Motherboard,Motherboard Model 903 Rev-21,AMD,46038.31,77,{'speed': '3200MHz'},https://example.com/motherboard_model_903_rev-21.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
Case,Case Model 461 Rev-54,Gigabyte,56416.86,94,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_461_rev-54.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
RAM,RAM Model 739 Rev-38,Kingston,19558.32,26,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_739_rev-38.jpg,A high-capacity HDD ideal for storing large amounts of data.,BDT
GPU,GPU Model 861 Rev-31,Seagate,55785.88,78,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_861_rev-31.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
HDD,HDD Model 567 Rev-66,Corsair,27039.24,74,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_567_rev-66.jpg,A high-performance processor suitable for gaming and content creation.,BDT
GPU,GPU Model 115 Rev-12,Gigabyte,52187.45,42,{'speed': '3200MHz'},https://example.com/gpu_model_115_rev-12.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 866 Rev-6,Seagate,28970.64,92,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_866_rev-6.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 221 Rev-93,Kingston,68969.9,13,{'socket': 'LGA1700'},https://example.com/ssd_model_221_rev-93.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
HDD,HDD Model 541 Rev-45,Corsair,21083.14,27,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_541_rev-45.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
CPU,CPU Model 114 Rev-19,Intel,43745.64,13,{'socket': 'LGA1700'},https://example.com/cpu_model_114_rev-19.jpg,Fast and efficient RAM for smooth multitasking and gaming.,BDT
Case,Case Model 413 Rev-18,Corsair,40766.8,57,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_413_rev-18.jpg,A high-performance processor suitable for gaming and content creation.,BDT
SSD,SSD Model 941 Rev-66,Kingston,51683.58,58,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_941_rev-66.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.,BDT
Case,Case Model 633 Rev-22,Seagate,29685.44,10,{'speed': '3200MHz'},https://example.com/case_model_633_rev-22.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
HDD,HDD Model 785 Rev-75,Seagate,25569.31,46,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_785_rev-75.jpg,An SSD offering fast read/write speeds and durable performance.,BDT
PSU,PSU Model 171 Rev-85,Seagate,34660.59,11,{'socket': 'LGA1700'},https://example.com/psu_model_171_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.,BDT
