category,name,brand,price,stock_quantity,attributes,image_url,description
PSU,PSU Model 818 Rev-8,Gigabyte,633.12,51,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_818_rev-8.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 289 Rev-82,Corsair,261.3,14,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_289_rev-82.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 745 Rev-22,Corsair,959.01,75,{'speed': '3200MHz'},https://example.com/cpu_model_745_rev-22.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 974 Rev-36,NVIDIA,681.33,12,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_974_rev-36.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 567 Rev-74,NVIDIA,284.69,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_567_rev-74.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 127 Rev-82,Corsair,364.13,43,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_127_rev-82.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 503 Rev-27,Kingston,755.98,62,{'speed': '3200MHz'},https://example.com/psu_model_503_rev-27.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 658 Rev-23,AMD,528.14,79,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_658_rev-23.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 335 Rev-24,Intel,258.94,86,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_335_rev-24.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 261 Rev-63,Patriot,273.3,93,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_261_rev-63.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 303 Rev-90,Gigabyte,574.38,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_303_rev-90.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 332 Rev-78,Patriot,305.89,47,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_332_rev-78.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 134 Rev-77,Patriot,78.47,97,{'speed': '3200MHz'},https://example.com/psu_model_134_rev-77.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 919 Rev-27,Gigabyte,289.18,63,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_919_rev-27.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 298 Rev-85,Gigabyte,589.99,80,{'speed': '3200MHz'},https://example.com/cpu_model_298_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 535 Rev-65,Intel,281.58,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_535_rev-65.jpg,A high-capacity HDD ideal for storing large amounts of data.
CPU,CPU Model 194 Rev-68,Gigabyte,305.84,100,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/cpu_model_194_rev-68.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 843 Rev-3,Seagate,460.77,19,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_843_rev-3.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 970 Rev-11,AMD,854.88,72,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_970_rev-11.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 352 Rev-58,Patriot,951.32,34,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_352_rev-58.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 683 Rev-6,Corsair,982.2,66,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_683_rev-6.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 489 Rev-50,AMD,301.96,62,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_489_rev-50.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 526 Rev-74,Intel,790.85,100,{'socket': 'LGA1700'},https://example.com/case_model_526_rev-74.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 243 Rev-34,Kingston,253.08,14,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_243_rev-34.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 848 Rev-11,Seagate,104.46,24,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_848_rev-11.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 943 Rev-37,Gigabyte,836.61,98,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_943_rev-37.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 625 Rev-56,Corsair,751.19,60,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_625_rev-56.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 905 Rev-9,Intel,732.99,88,{'socket': 'LGA1700'},https://example.com/gpu_model_905_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 548 Rev-30,NVIDIA,93.8,52,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_548_rev-30.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 741 Rev-74,Intel,619.08,63,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_741_rev-74.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 721 Rev-5,Gigabyte,875.97,26,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_721_rev-5.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 359 Rev-91,NVIDIA,400.35,26,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_359_rev-91.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 129 Rev-96,Corsair,121.72,49,{'socket': 'LGA1700'},https://example.com/cpu_model_129_rev-96.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 993 Rev-55,NVIDIA,535.93,44,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/gpu_model_993_rev-55.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 862 Rev-42,Intel,740.44,79,{'speed': '3200MHz'},https://example.com/ram_model_862_rev-42.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 216 Rev-95,Kingston,596.92,60,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_216_rev-95.jpg,A high-capacity HDD ideal for storing large amounts of data.
PSU,PSU Model 116 Rev-89,Intel,895.13,25,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_116_rev-89.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 574 Rev-67,AMD,435.49,28,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_574_rev-67.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 903 Rev-44,AMD,444.38,38,{'speed': '3200MHz'},https://example.com/gpu_model_903_rev-44.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 616 Rev-22,Patriot,526.53,46,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_616_rev-22.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 712 Rev-97,Patriot,381.01,85,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_712_rev-97.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 140 Rev-9,Gigabyte,769.64,38,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_140_rev-9.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 534 Rev-44,Gigabyte,721.07,43,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_534_rev-44.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 927 Rev-79,Patriot,664.27,54,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_927_rev-79.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 304 Rev-35,AMD,880.72,57,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_304_rev-35.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 889 Rev-7,Patriot,873.49,76,{'speed': '3200MHz'},https://example.com/psu_model_889_rev-7.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 491 Rev-17,AMD,112.67,12,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_491_rev-17.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 379 Rev-46,Gigabyte,721.72,100,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_379_rev-46.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 736 Rev-72,Intel,501.34,76,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_736_rev-72.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 605 Rev-26,Kingston,864.62,40,{'speed': '3200MHz'},https://example.com/gpu_model_605_rev-26.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 394 Rev-41,Kingston,399.8,44,{'speed': '3200MHz'},https://example.com/gpu_model_394_rev-41.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 462 Rev-8,Gigabyte,118.18,37,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_462_rev-8.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 241 Rev-20,Seagate,498.37,51,{'socket': 'LGA1700'},https://example.com/psu_model_241_rev-20.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 432 Rev-56,Corsair,912.87,59,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_432_rev-56.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 280 Rev-11,Gigabyte,286.78,67,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/case_model_280_rev-11.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 384 Rev-95,Intel,384.59,10,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_384_rev-95.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 941 Rev-62,AMD,326.7,33,{'socket': 'LGA1700'},https://example.com/case_model_941_rev-62.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 770 Rev-93,Corsair,907.11,78,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_770_rev-93.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 383 Rev-94,Kingston,592.26,68,{'speed': '3200MHz'},https://example.com/psu_model_383_rev-94.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
GPU,GPU Model 428 Rev-77,Patriot,202.43,55,{'socket': 'LGA1700'},https://example.com/gpu_model_428_rev-77.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 670 Rev-65,Corsair,661.71,61,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/hdd_model_670_rev-65.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 260 Rev-75,Kingston,950.55,43,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_260_rev-75.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 370 Rev-25,Seagate,470.15,57,{'speed': '3200MHz'},https://example.com/ram_model_370_rev-25.jpg,A reliable motherboard designed for overclocking and heavy usage.
CPU,CPU Model 946 Rev-35,Kingston,985.12,25,{'socket': 'LGA1700'},https://example.com/cpu_model_946_rev-35.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 675 Rev-80,NVIDIA,421.34,41,{'speed': '3200MHz'},https://example.com/psu_model_675_rev-80.jpg,A high-performance processor suitable for gaming and content creation.
HDD,HDD Model 546 Rev-39,NVIDIA,892.17,57,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/hdd_model_546_rev-39.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 888 Rev-73,AMD,65.6,96,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_888_rev-73.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 303 Rev-3,Gigabyte,354.7,51,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_303_rev-3.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 451 Rev-36,Gigabyte,605.65,77,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_451_rev-36.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 757 Rev-93,Corsair,169.8,72,{'speed': '3200MHz'},https://example.com/case_model_757_rev-93.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 653 Rev-59,AMD,133.22,56,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_653_rev-59.jpg,A reliable motherboard designed for overclocking and heavy usage.
Motherboard,Motherboard Model 577 Rev-81,Corsair,992.34,67,{'socket': 'LGA1700'},https://example.com/motherboard_model_577_rev-81.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 276 Rev-51,AMD,598.22,40,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_276_rev-51.jpg,A high-capacity HDD ideal for storing large amounts of data.
RAM,RAM Model 507 Rev-50,Patriot,323.67,30,{'speed': '3200MHz'},https://example.com/ram_model_507_rev-50.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
CPU,CPU Model 277 Rev-1,AMD,494.96,79,{'socket': 'LGA1700'},https://example.com/cpu_model_277_rev-1.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 116 Rev-76,Seagate,838.15,97,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_116_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 366 Rev-48,Kingston,876.59,25,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/gpu_model_366_rev-48.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 389 Rev-68,Kingston,201.93,38,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/gpu_model_389_rev-68.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 135 Rev-4,Corsair,457.85,30,{'socket': 'LGA1700'},https://example.com/gpu_model_135_rev-4.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 513 Rev-25,Seagate,325.79,54,{'socket': 'LGA1700'},https://example.com/case_model_513_rev-25.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 441 Rev-72,Corsair,794.5,97,{'speed': '3200MHz'},https://example.com/ram_model_441_rev-72.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 497 Rev-58,Corsair,191.55,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_497_rev-58.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 566 Rev-57,Gigabyte,53.59,74,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_566_rev-57.jpg,A high-performance processor suitable for gaming and content creation.
Motherboard,Motherboard Model 562 Rev-61,Patriot,893.72,94,{'socket': 'LGA1700'},https://example.com/motherboard_model_562_rev-61.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
CPU,CPU Model 793 Rev-80,Corsair,59.25,11,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_793_rev-80.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 488 Rev-58,Intel,686.38,68,{'speed': '3200MHz'},https://example.com/case_model_488_rev-58.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 985 Rev-57,Kingston,940.79,73,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_985_rev-57.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
PSU,PSU Model 188 Rev-35,Patriot,285.28,99,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_188_rev-35.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 432 Rev-87,Corsair,854.76,35,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_432_rev-87.jpg,A high-performance processor suitable for gaming and content creation.
PSU,PSU Model 268 Rev-46,Intel,460.72,53,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_268_rev-46.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 820 Rev-73,Seagate,749.81,84,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_820_rev-73.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 742 Rev-70,Gigabyte,722.11,22,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/psu_model_742_rev-70.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
CPU,CPU Model 366 Rev-63,AMD,717.8,61,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/cpu_model_366_rev-63.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 168 Rev-4,Intel,627.96,43,{'speed': '3200MHz'},https://example.com/psu_model_168_rev-4.jpg,Fast and efficient RAM for smooth multitasking and gaming.
GPU,GPU Model 490 Rev-12,Seagate,210.57,88,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_490_rev-12.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 737 Rev-84,Kingston,854.98,83,{'speed': '3200MHz'},https://example.com/cpu_model_737_rev-84.jpg,A high-performance processor suitable for gaming and content creation.
RAM,RAM Model 940 Rev-76,NVIDIA,180.13,63,{'speed': '3200MHz'},https://example.com/ram_model_940_rev-76.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Motherboard,Motherboard Model 149 Rev-11,Kingston,104.21,28,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_149_rev-11.jpg,A reliable motherboard designed for overclocking and heavy usage.
Case,Case Model 406 Rev-23,Corsair,262.86,58,{'speed': '3200MHz'},https://example.com/case_model_406_rev-23.jpg,An SSD offering fast read/write speeds and durable performance.
CPU,CPU Model 959 Rev-48,Intel,282.16,52,{'socket': 'LGA1700'},https://example.com/cpu_model_959_rev-48.jpg,A reliable motherboard designed for overclocking and heavy usage.
SSD,SSD Model 871 Rev-87,Gigabyte,585.3,51,{'speed': '3200MHz'},https://example.com/ssd_model_871_rev-87.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 684 Rev-91,AMD,775.96,99,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_684_rev-91.jpg,An SSD offering fast read/write speeds and durable performance.
RAM,RAM Model 319 Rev-88,Gigabyte,656.01,58,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_319_rev-88.jpg,A reliable motherboard designed for overclocking and heavy usage.
GPU,GPU Model 426 Rev-63,NVIDIA,326.13,39,{'speed': '3200MHz'},https://example.com/gpu_model_426_rev-63.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 864 Rev-25,Corsair,176.22,17,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/psu_model_864_rev-25.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 893 Rev-1,Corsair,821.01,32,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_893_rev-1.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 592 Rev-81,Corsair,295.26,34,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/case_model_592_rev-81.jpg,A reliable motherboard designed for overclocking and heavy usage.
PSU,PSU Model 411 Rev-21,Seagate,880.9,42,{'speed': '3200MHz'},https://example.com/psu_model_411_rev-21.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 178 Rev-82,Kingston,947.84,76,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_178_rev-82.jpg,An SSD offering fast read/write speeds and durable performance.
SSD,SSD Model 191 Rev-97,Gigabyte,762.26,66,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_191_rev-97.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 156 Rev-41,Intel,697.34,35,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/motherboard_model_156_rev-41.jpg,A high-performance processor suitable for gaming and content creation.
Case,Case Model 944 Rev-24,NVIDIA,397.91,20,{'socket': 'LGA1700'},https://example.com/case_model_944_rev-24.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 347 Rev-76,Corsair,455.39,45,{'speed': '3200MHz'},https://example.com/case_model_347_rev-76.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 403 Rev-9,Corsair,585.32,76,{'speed': '3200MHz'},https://example.com/ram_model_403_rev-9.jpg,An SSD offering fast read/write speeds and durable performance.
Motherboard,Motherboard Model 520 Rev-45,NVIDIA,341.5,63,{'speed': '3200MHz'},https://example.com/motherboard_model_520_rev-45.jpg,A reliable motherboard designed for overclocking and heavy usage.
RAM,RAM Model 413 Rev-49,Kingston,249.06,38,"{'cores': 6, 'threads': 12, 'base_clock': '3.2GHz'}",https://example.com/ram_model_413_rev-49.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Motherboard,Motherboard Model 360 Rev-66,Kingston,117.62,38,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/motherboard_model_360_rev-66.jpg,A high-capacity HDD ideal for storing large amounts of data.
SSD,SSD Model 617 Rev-82,Corsair,474.1,29,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/ssd_model_617_rev-82.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 109 Rev-38,AMD,79.19,82,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_109_rev-38.jpg,Fast and efficient RAM for smooth multitasking and gaming.
PSU,PSU Model 995 Rev-45,Kingston,630.12,81,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/psu_model_995_rev-45.jpg,Fast and efficient RAM for smooth multitasking and gaming.
RAM,RAM Model 159 Rev-54,NVIDIA,101.16,61,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ram_model_159_rev-54.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
SSD,SSD Model 825 Rev-70,Corsair,777.53,25,{'speed': '3200MHz'},https://example.com/ssd_model_825_rev-70.jpg,A high-capacity HDD ideal for storing large amounts of data.
HDD,HDD Model 606 Rev-49,Intel,615.38,86,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_606_rev-49.jpg,A high-capacity HDD ideal for storing large amounts of data.
Case,Case Model 164 Rev-13,Seagate,264.51,98,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_164_rev-13.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 722 Rev-45,NVIDIA,916.86,15,{'speed': '3200MHz'},https://example.com/cpu_model_722_rev-45.jpg,A high-performance processor suitable for gaming and content creation.
CPU,CPU Model 457 Rev-4,Gigabyte,477.53,39,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/cpu_model_457_rev-4.jpg,Fast and efficient RAM for smooth multitasking and gaming.
SSD,SSD Model 479 Rev-68,Kingston,850.43,42,"{'memory': '6GB', 'type': 'GDDR6'}",https://example.com/ssd_model_479_rev-68.jpg,An SSD offering fast read/write speeds and durable performance.
GPU,GPU Model 368 Rev-27,Patriot,621.75,66,{'speed': '3200MHz'},https://example.com/gpu_model_368_rev-27.jpg,Fast and efficient RAM for smooth multitasking and gaming.
HDD,HDD Model 459 Rev-6,Corsair,334.61,30,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_459_rev-6.jpg,A high-capacity HDD ideal for storing large amounts of data.
Motherboard,Motherboard Model 903 Rev-21,AMD,256.67,77,{'speed': '3200MHz'},https://example.com/motherboard_model_903_rev-21.jpg,An SSD offering fast read/write speeds and durable performance.
Case,Case Model 461 Rev-54,Gigabyte,857.76,94,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/case_model_461_rev-54.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
RAM,RAM Model 739 Rev-38,Kingston,491.24,26,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ram_model_739_rev-38.jpg,A high-capacity HDD ideal for storing large amounts of data.
GPU,GPU Model 861 Rev-31,Seagate,764.02,78,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/gpu_model_861_rev-31.jpg,A reliable motherboard designed for overclocking and heavy usage.
HDD,HDD Model 567 Rev-66,Corsair,712.73,74,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_567_rev-66.jpg,A high-performance processor suitable for gaming and content creation.
GPU,GPU Model 115 Rev-12,Gigabyte,443.71,42,{'speed': '3200MHz'},https://example.com/gpu_model_115_rev-12.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 866 Rev-6,Seagate,712.12,92,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/hdd_model_866_rev-6.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 221 Rev-93,Kingston,997.21,13,{'socket': 'LGA1700'},https://example.com/ssd_model_221_rev-93.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
HDD,HDD Model 541 Rev-45,Corsair,924.78,27,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_541_rev-45.jpg,Fast and efficient RAM for smooth multitasking and gaming.
CPU,CPU Model 114 Rev-19,Intel,872.14,13,{'socket': 'LGA1700'},https://example.com/cpu_model_114_rev-19.jpg,Fast and efficient RAM for smooth multitasking and gaming.
Case,Case Model 413 Rev-18,Corsair,773.32,57,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/case_model_413_rev-18.jpg,A high-performance processor suitable for gaming and content creation.
SSD,SSD Model 941 Rev-66,Kingston,814.47,58,"{'type': 'HDD', 'interface': 'SATA'}",https://example.com/ssd_model_941_rev-66.jpg,A powerful GPU capable of handling demanding gaming and AI workloads.
Case,Case Model 633 Rev-22,Seagate,308.48,10,{'speed': '3200MHz'},https://example.com/case_model_633_rev-22.jpg,A reliable motherboard designed for overclocking and heavy usage.
HDD,HDD Model 785 Rev-75,Seagate,829.96,46,"{'type': 'SSD', 'interface': 'NVMe'}",https://example.com/hdd_model_785_rev-75.jpg,An SSD offering fast read/write speeds and durable performance.
PSU,PSU Model 171 Rev-85,Seagate,647.45,11,{'socket': 'LGA1700'},https://example.com/psu_model_171_rev-85.jpg,A reliable motherboard designed for overclocking and heavy usage.
